File,Quality,Inteligibility
taco2griffin_lim-LN-0001.wav,3.51,0.97
taco2griffin_lim-GM-0025.wav,4.58,1.00
taco2griffin_lim-MA-0001.wav,3.89,0.98
taco2griffin_lim-DI-0026.wav,4.54,1.00
taco2griffin_lim-IR-0002.wav,3.71,0.98
taco2griffin_lim-LI-0004.wav,4.61,1.00
taco2griffin_lim-BZ-0021.wav,4.19,0.99
taco2griffin_lim-LI-0012.wav,4.54,1.00
taco2griffin_lim-DR-0016.wav,4.19,0.99
taco2griffin_lim-DR-0002.wav,4.42,0.99
taco2griffin_lim-LU-0003.wav,3.90,0.98
taco2griffin_lim-LI-0007.wav,4.24,0.99
taco2griffin_lim-GS-0001.wav,4.54,1.00
taco2griffin_lim-IR-0024.wav,3.50,0.97
taco2griffin_lim-LU-0007.wav,4.14,0.99
taco2griffin_lim-DR-0004.wav,4.50,0.99
taco2griffin_lim-MA-0006.wav,3.52,0.97
taco2griffin_lim-MA-0014.wav,3.19,0.90
taco2griffin_lim-GM-0022.wav,4.61,1.00
taco2griffin_lim-GM-0024.wav,4.38,0.99
taco2griffin_lim-LU-0012.wav,4.11,0.99
taco2griffin_lim-MA-0023.wav,3.27,0.93
taco2griffin_lim-LI-0021.wav,4.50,1.00
taco2griffin_lim-LI-0009.wav,4.57,1.00
taco2griffin_lim-IR-0012.wav,3.89,0.98
taco2griffin_lim-GS-0023.wav,4.37,0.99
taco2griffin_lim-PE-0010.wav,4.48,0.99
taco2griffin_lim-BZ-0014.wav,4.11,0.99
taco2griffin_lim-DR-0025.wav,4.18,0.98
taco2griffin_lim-LI-0020.wav,4.35,0.99
taco2griffin_lim-PE-0005.wav,4.31,0.99
taco2griffin_lim-LI-0014.wav,4.41,0.99
taco2griffin_lim-LU-0021.wav,3.94,0.99
taco2griffin_lim-GM-0013.wav,4.44,0.99
taco2griffin_lim-FN-0021.wav,3.92,0.99
taco2griffin_lim-LU-0027.wav,4.22,0.99
taco2griffin_lim-BZ-0022.wav,3.98,0.98
taco2griffin_lim-RC-0008.wav,4.40,0.99
taco2griffin_lim-RC-0015.wav,4.41,0.99
taco2griffin_lim-MA-0013.wav,3.42,0.96
taco2griffin_lim-PE-0017.wav,4.61,1.00
taco2griffin_lim-LI-0008.wav,4.48,1.00
taco2griffin_lim-DI-0011.wav,4.48,0.99
taco2griffin_lim-IR-0005.wav,3.42,0.96
taco2griffin_lim-GS-0019.wav,4.19,0.99
taco2griffin_lim-LI-0026.wav,4.42,0.99
taco2griffin_lim-LN-0028.wav,4.25,0.99
taco2griffin_lim-LN-0013.wav,3.96,0.99
taco2griffin_lim-BZ-0020.wav,4.04,0.99
taco2griffin_lim-MA-0026.wav,3.12,0.90
taco2griffin_lim-GM-0014.wav,4.60,1.00
taco2griffin_lim-DI-0006.wav,4.43,0.99
taco2griffin_lim-DR-0005.wav,4.38,0.99
taco2griffin_lim-RC-0021.wav,4.09,0.99
taco2griffin_lim-PE-0022.wav,4.35,0.99
taco2griffin_lim-BZ-0013.wav,3.92,0.98
taco2griffin_lim-DR-0014.wav,4.54,1.00
taco2griffin_lim-RC-0000.wav,4.19,0.99
taco2griffin_lim-GS-0010.wav,4.45,1.00
taco2griffin_lim-DI-0004.wav,4.39,0.99
taco2griffin_lim-GS-0013.wav,4.64,1.00
taco2griffin_lim-DR-0011.wav,4.04,0.98
taco2griffin_lim-LU-0023.wav,4.10,0.98
taco2griffin_lim-LN-0026.wav,4.13,0.99
taco2griffin_lim-LI-0003.wav,4.53,1.00
taco2griffin_lim-LN-0010.wav,3.76,0.97
taco2griffin_lim-MA-0009.wav,3.29,0.91
taco2griffin_lim-DI-0002.wav,4.42,0.99
taco2griffin_lim-IR-0001.wav,4.01,0.99
taco2griffin_lim-PE-0025.wav,4.57,1.00
taco2griffin_lim-LI-0001.wav,4.46,1.00
taco2griffin_lim-LU-0001.wav,3.38,0.96
taco2griffin_lim-FN-0013.wav,4.27,0.99
taco2griffin_lim-IR-0007.wav,4.05,0.99
taco2griffin_lim-PE-0004.wav,4.28,0.99
taco2griffin_lim-PE-0023.wav,4.41,0.99
taco2griffin_lim-IR-0025.wav,3.93,0.99
taco2griffin_lim-DR-0008.wav,4.36,0.99
taco2griffin_lim-PE-0001.wav,4.62,1.00
taco2griffin_lim-GS-0014.wav,4.22,0.99
taco2griffin_lim-DI-0012.wav,4.39,0.99
taco2griffin_lim-RC-0014.wav,3.43,0.96
taco2griffin_lim-GM-0012.wav,4.36,0.99
taco2griffin_lim-BZ-0003.wav,4.07,0.99
taco2griffin_lim-RC-0028.wav,4.18,0.99
taco2griffin_lim-GM-0023.wav,4.43,0.99
taco2griffin_lim-FN-0009.wav,4.21,0.99
taco2griffin_lim-FN-0028.wav,3.79,0.97
taco2griffin_lim-IR-0014.wav,3.80,0.98
taco2griffin_lim-DR-0023.wav,4.12,0.99
taco2griffin_lim-GS-0018.wav,4.63,1.00
taco2griffin_lim-DR-0010.wav,4.37,0.99
taco2griffin_lim-LI-0018.wav,4.43,0.99
taco2griffin_lim-DR-0024.wav,4.52,1.00
taco2griffin_lim-LU-0020.wav,4.15,0.99
taco2griffin_lim-DR-0015.wav,4.39,0.99
taco2griffin_lim-IR-0016.wav,3.83,0.99
taco2griffin_lim-IR-0003.wav,3.99,0.98
taco2griffin_lim-LN-0007.wav,4.28,0.99
taco2griffin_lim-LN-0025.wav,4.25,0.99
taco2griffin_lim-IR-0010.wav,4.50,1.00
taco2griffin_lim-GS-0015.wav,4.31,0.99
taco2griffin_lim-LU-0024.wav,3.84,0.97
taco2griffin_lim-RC-0003.wav,4.05,0.98
taco2griffin_lim-DR-0003.wav,4.60,1.00
taco2griffin_lim-BZ-0016.wav,4.40,0.99
taco2griffin_lim-LU-0026.wav,4.18,0.99
taco2griffin_lim-DI-0024.wav,4.22,0.99
taco2griffin_lim-LU-0014.wav,3.29,0.94
taco2griffin_lim-GM-0010.wav,4.58,1.00
taco2griffin_lim-GS-0026.wav,4.58,1.00
taco2griffin_lim-MA-0002.wav,3.35,0.96
taco2griffin_lim-DR-0000.wav,4.36,0.99
taco2griffin_lim-LI-0022.wav,4.23,0.99
taco2griffin_lim-RC-0001.wav,4.40,0.99
taco2griffin_lim-PE-0006.wav,4.45,0.99
taco2griffin_lim-LN-0024.wav,4.14,0.99
taco2griffin_lim-LI-0016.wav,4.49,1.00
taco2griffin_lim-GS-0012.wav,4.09,0.99
taco2griffin_lim-DI-0021.wav,4.37,0.99
taco2griffin_lim-BZ-0019.wav,3.21,0.94
taco2griffin_lim-RC-0002.wav,3.89,0.99
taco2griffin_lim-GS-0016.wav,4.41,0.99
taco2griffin_lim-GS-0027.wav,4.48,1.00
taco2griffin_lim-GM-0029.wav,4.44,0.99
taco2griffin_lim-GS-0002.wav,4.59,1.00
taco2griffin_lim-BZ-0024.wav,4.35,0.99
taco2griffin_lim-FN-0006.wav,3.93,0.98
taco2griffin_lim-FN-0005.wav,4.23,0.99
taco2griffin_lim-RC-0013.wav,3.90,0.98
taco2griffin_lim-DR-0028.wav,4.51,1.00
taco2griffin_lim-RC-0029.wav,4.02,0.99
taco2griffin_lim-FN-0025.wav,4.37,0.99
taco2griffin_lim-PE-0027.wav,4.53,1.00
taco2griffin_lim-GM-0000.wav,4.41,0.99
taco2griffin_lim-GM-0026.wav,4.50,1.00
taco2griffin_lim-RC-0006.wav,3.73,0.97
taco2griffin_lim-FN-0020.wav,3.72,0.98
taco2griffin_lim-IR-0021.wav,4.22,0.99
taco2griffin_lim-GM-0016.wav,4.31,0.99
taco2griffin_lim-RC-0026.wav,4.08,0.99
taco2griffin_lim-GM-0011.wav,4.64,1.00
taco2griffin_lim-LN-0012.wav,3.29,0.90
taco2griffin_lim-BZ-0015.wav,4.00,0.99
taco2griffin_lim-MA-0020.wav,3.66,0.98
taco2griffin_lim-PE-0024.wav,4.51,1.00
taco2griffin_lim-DR-0029.wav,4.25,0.99
taco2griffin_lim-DI-0017.wav,4.37,0.99
taco2griffin_lim-IR-0015.wav,4.20,0.99
taco2griffin_lim-FN-0018.wav,3.98,0.98
taco2griffin_lim-IR-0009.wav,4.03,0.99
taco2griffin_lim-BZ-0008.wav,3.70,0.98
taco2griffin_lim-PE-0016.wav,4.60,1.00
taco2griffin_lim-BZ-0018.wav,4.39,0.99
taco2griffin_lim-FN-0008.wav,3.68,0.97
taco2griffin_lim-DI-0016.wav,4.43,0.99
taco2griffin_lim-LN-0018.wav,4.09,0.99
taco2griffin_lim-LI-0027.wav,4.51,1.00
taco2griffin_lim-RC-0011.wav,4.29,0.99
taco2griffin_lim-PE-0013.wav,4.44,0.99
taco2griffin_lim-FN-0012.wav,3.79,0.97
taco2griffin_lim-MA-0019.wav,3.11,0.87
taco2griffin_lim-PE-0015.wav,4.68,1.00
taco2griffin_lim-MA-0004.wav,3.57,0.97
taco2griffin_lim-IR-0013.wav,4.24,0.99
taco2griffin_lim-RC-0009.wav,4.12,0.98
taco2griffin_lim-RC-0020.wav,4.55,1.00
taco2griffin_lim-PE-0003.wav,4.64,1.00
taco2griffin_lim-MA-0005.wav,3.24,0.91
taco2griffin_lim-FN-0001.wav,4.49,1.00
taco2griffin_lim-LU-0019.wav,3.61,0.97
taco2griffin_lim-FN-0000.wav,3.79,0.98
taco2griffin_lim-GS-0006.wav,3.79,0.98
taco2griffin_lim-LU-0005.wav,4.05,0.99
taco2griffin_lim-MA-0016.wav,3.57,0.97
taco2griffin_lim-IR-0018.wav,4.39,0.99
taco2griffin_lim-FN-0016.wav,3.81,0.98
taco2griffin_lim-GM-0005.wav,4.46,0.99
taco2griffin_lim-GM-0028.wav,4.33,0.99
taco2griffin_lim-LI-0005.wav,4.63,1.00
taco2griffin_lim-PE-0029.wav,4.48,1.00
taco2griffin_lim-LU-0008.wav,3.99,0.98
taco2griffin_lim-FN-0019.wav,4.52,1.00
taco2griffin_lim-DI-0020.wav,4.50,1.00
taco2griffin_lim-GS-0020.wav,4.40,0.99
taco2griffin_lim-PE-0026.wav,4.54,1.00
taco2griffin_lim-GS-0009.wav,4.47,1.00
taco2griffin_lim-LI-0011.wav,4.48,1.00
taco2griffin_lim-FN-0014.wav,4.21,0.99
taco2griffin_lim-PE-0002.wav,4.46,0.99
taco2griffin_lim-GM-0007.wav,4.59,1.00
taco2griffin_lim-LI-0025.wav,4.58,1.00
taco2griffin_lim-DR-0026.wav,4.51,1.00
taco2griffin_lim-MA-0003.wav,3.11,0.88
taco2griffin_lim-LN-0005.wav,3.91,0.98
taco2griffin_lim-DR-0009.wav,4.59,1.00
taco2griffin_lim-BZ-0011.wav,4.29,0.99
taco2griffin_lim-BZ-0017.wav,4.08,0.99
taco2griffin_lim-GM-0002.wav,4.57,1.00
taco2griffin_lim-GS-0005.wav,4.55,1.00
taco2griffin_lim-GS-0003.wav,4.58,1.00
taco2griffin_lim-IR-0020.wav,4.03,0.99
taco2griffin_lim-MA-0027.wav,3.04,0.87
taco2griffin_lim-LU-0022.wav,4.16,0.99
taco2griffin_lim-DI-0022.wav,3.49,0.93
taco2griffin_lim-IR-0019.wav,3.62,0.98
taco2griffin_lim-FN-0029.wav,3.37,0.96
taco2griffin_lim-LI-0017.wav,2.36,0.73
taco2griffin_lim-DI-0023.wav,4.49,0.99
taco2griffin_lim-LN-0021.wav,4.25,0.99
taco2griffin_lim-LI-0013.wav,4.62,1.00
taco2griffin_lim-PE-0018.wav,4.46,0.99
taco2griffin_lim-GS-0025.wav,4.38,0.99
taco2griffin_lim-BZ-0002.wav,3.97,0.99
taco2griffin_lim-DR-0021.wav,3.89,0.99
taco2griffin_lim-FN-0027.wav,3.97,0.98
taco2griffin_lim-DR-0018.wav,4.12,0.99
taco2griffin_lim-DR-0001.wav,3.88,0.97
taco2griffin_lim-DR-0017.wav,4.26,0.99
taco2griffin_lim-BZ-0000.wav,4.06,0.99
taco2griffin_lim-RC-0012.wav,4.02,0.98
taco2griffin_lim-FN-0024.wav,4.12,0.99
taco2griffin_lim-LN-0011.wav,4.32,0.99
taco2griffin_lim-LI-0010.wav,4.42,0.99
taco2griffin_lim-PE-0014.wav,4.62,1.00
taco2griffin_lim-FN-0004.wav,4.13,0.99
taco2griffin_lim-LN-0022.wav,4.03,0.99
taco2griffin_lim-DI-0027.wav,4.46,1.00
taco2griffin_lim-LI-0019.wav,4.46,0.99
taco2griffin_lim-RC-0022.wav,4.06,0.99
taco2griffin_lim-FN-0023.wav,4.27,0.99
taco2griffin_lim-BZ-0023.wav,3.35,0.96
taco2griffin_lim-RC-0004.wav,4.03,0.98
taco2griffin_lim-RC-0016.wav,4.22,0.99
taco2griffin_lim-IR-0008.wav,4.33,0.99
taco2griffin_lim-IR-0028.wav,3.82,0.99
taco2griffin_lim-GS-0008.wav,4.30,0.99
taco2griffin_lim-BZ-0004.wav,4.12,0.99
taco2griffin_lim-DI-0019.wav,4.63,1.00
taco2griffin_lim-GM-0009.wav,4.39,0.99
taco2griffin_lim-IR-0027.wav,3.70,0.98
taco2griffin_lim-BZ-0006.wav,3.49,0.96
taco2griffin_lim-IR-0011.wav,4.20,0.99
taco2griffin_lim-RC-0025.wav,3.94,0.98
taco2griffin_lim-BZ-0026.wav,3.91,0.98
taco2griffin_lim-DR-0022.wav,4.33,0.99
taco2griffin_lim-RC-0005.wav,4.29,0.99
taco2griffin_lim-LI-0028.wav,4.28,0.99
taco2griffin_lim-LU-0025.wav,3.22,0.94
