File,Quality,Inteligibility
6207_5270_000010.wav,3.80,0.98
9351_6390_000008.wav,3.48,0.96
4367_3648_000012.wav,4.09,0.98
9217_6390_000008.wav,4.06,0.99
12865_13396_000017.wav,4.07,0.99
6207_5270_000008.wav,4.00,0.98
12865_13396_000018.wav,3.73,0.98
6601_5323_000004.wav,3.95,0.98
10107_6390_000003.wav,3.85,0.98
9351_6390_000018.wav,3.86,0.97
9485_6390_000017.wav,4.07,0.99
6700_5323_000000.wav,4.08,0.98
5705_4744_000012.wav,3.61,0.97
5888_4811_000004.wav,3.67,0.98
5705_4744_000001.wav,3.89,0.98
12865_13396_000010.wav,3.83,0.98
6601_5323_000005.wav,3.48,0.96
12865_13396_000015.wav,3.59,0.97
2959_2564_000019.wav,3.78,0.98
4783_3962_000004.wav,3.70,0.98
4783_3962_000005.wav,3.85,0.97
9351_6390_000005.wav,3.58,0.96
4783_3962_000003.wav,3.71,0.97
10199_6390_000005.wav,4.18,0.99
5705_4744_000007.wav,3.75,0.97
9351_6390_000011.wav,3.67,0.96
10199_6390_000008.wav,3.86,0.98
5888_5270_000000.wav,4.04,0.99
7028_5323_000016.wav,3.34,0.94
2961_2564_000002.wav,3.78,0.98
10107_6390_000018.wav,3.98,0.98
2961_2564_000010.wav,3.68,0.97
10107_6390_000001.wav,4.33,0.99
3814_2564_000001.wav,3.94,0.98
5888_4811_000001.wav,3.96,0.99
5103_4572_000002.wav,3.97,0.98
10199_6390_000002.wav,3.95,0.98
8680_6390_000004.wav,3.88,0.97
12249_8708_000013.wav,3.89,0.98
5705_4744_000008.wav,3.80,0.97
9485_6390_000000.wav,3.72,0.98
5888_4811_000003.wav,4.01,0.98
5103_3962_000004.wav,3.85,0.98
8680_6390_000003.wav,3.61,0.96
7028_5323_000009.wav,4.05,0.99
4367_3648_000017.wav,3.58,0.97
9351_6390_000002.wav,3.92,0.98
10199_6390_000015.wav,3.91,0.98
5677_4744_000009.wav,3.35,0.95
12865_13396_000014.wav,3.79,0.97
3976_2564_000000.wav,4.18,0.99
9351_6390_000007.wav,3.23,0.94
9351_6390_000014.wav,3.54,0.96
7028_5323_000006.wav,3.76,0.97
8680_6390_000009.wav,3.52,0.95
6700_5323_000002.wav,3.93,0.98
9217_6390_000001.wav,4.25,0.99
2959_2564_000009.wav,4.06,0.99
10199_6390_000018.wav,3.82,0.97
4778_3962_000003.wav,3.83,0.98
5677_4744_000019.wav,3.43,0.94
12865_13396_000007.wav,3.74,0.96
6207_5270_000001.wav,4.00,0.99
9217_6390_000015.wav,3.74,0.98
3369_2564_000003.wav,3.70,0.97
12865_13396_000011.wav,3.48,0.95
4367_3648_000006.wav,3.84,0.98
10199_6390_000009.wav,3.95,0.98
5103_3962_000001.wav,3.72,0.98
2961_2564_000015.wav,3.71,0.97
5103_3962_000002.wav,3.83,0.98
9217_6390_000009.wav,3.86,0.98
5888_4811_000016.wav,3.66,0.97
2961_2564_000014.wav,4.16,0.99
2961_2564_000017.wav,3.75,0.97
5068_3962_000002.wav,4.08,0.98
12865_13396_000016.wav,4.09,0.98
2959_2564_000003.wav,3.76,0.98
2959_2564_000008.wav,3.74,0.97
10107_6390_000009.wav,3.96,0.98
10199_6390_000011.wav,3.98,0.98
9217_6390_000012.wav,4.32,0.99
4783_3962_000007.wav,3.64,0.95
4367_3648_000019.wav,3.97,0.98
5677_4744_000012.wav,3.62,0.96
6207_5270_000019.wav,4.22,0.99
6207_5270_000012.wav,3.90,0.99
2959_2564_000013.wav,3.67,0.96
10107_6390_000000.wav,3.83,0.98
2961_2564_000004.wav,4.03,0.98
9217_6390_000002.wav,3.94,0.98
5103_4744_000002.wav,3.67,0.96
10107_6390_000005.wav,3.75,0.97
5103_4744_000001.wav,3.58,0.96
12249_8708_000008.wav,3.69,0.97
10107_6390_000011.wav,4.07,0.99
6601_5323_000007.wav,3.63,0.97
3976_2564_000004.wav,3.71,0.97
9217_6390_000000.wav,4.03,0.99
5677_4744_000004.wav,3.51,0.96
10107_6390_000007.wav,4.01,0.98
2959_2564_000006.wav,3.84,0.98
6207_5270_000015.wav,4.17,0.99
9351_6390_000013.wav,3.58,0.97
6700_5323_000008.wav,4.21,0.99
5103_4744_000004.wav,4.29,0.99
5888_4811_000012.wav,4.03,0.99
2961_2564_000018.wav,3.66,0.97
10107_6390_000014.wav,3.98,0.98
5068_3962_000003.wav,4.15,0.98
5103_3962_000000.wav,3.97,0.98
12249_8708_000006.wav,3.67,0.97
10107_6390_000008.wav,3.66,0.97
6700_5323_000001.wav,3.82,0.98
6700_5323_000004.wav,3.99,0.99
7028_5323_000000.wav,3.55,0.97
5888_4811_000000.wav,3.60,0.97
2961_2564_000013.wav,3.91,0.98
12865_13396_000008.wav,3.99,0.98
5888_5270_000001.wav,3.74,0.97
6601_5323_000009.wav,3.98,0.98
9351_6390_000000.wav,4.09,0.99
8680_6390_000002.wav,3.46,0.95
7028_5323_000003.wav,3.66,0.97
5888_4811_000017.wav,3.47,0.97
5705_4744_000006.wav,4.17,0.99
10670_10668_000000.wav,3.78,0.97
4778_3962_000004.wav,3.99,0.98
5705_4744_000004.wav,3.98,0.98
5677_4744_000001.wav,3.69,0.96
9217_6390_000005.wav,3.89,0.98
7028_5323_000013.wav,3.68,0.97
9485_6390_000011.wav,3.69,0.97
9351_6390_000012.wav,3.61,0.97
6207_5270_000000.wav,3.82,0.99
4367_3648_000005.wav,3.96,0.98
5888_4811_000010.wav,3.72,0.97
4783_3962_000001.wav,3.68,0.97
9485_6390_000004.wav,3.79,0.98
7028_5323_000015.wav,3.42,0.96
9217_6390_000010.wav,3.94,0.98
8680_6390_000014.wav,3.48,0.95
8680_6390_000016.wav,3.77,0.97
5677_4744_000015.wav,3.79,0.97
4367_3648_000010.wav,3.45,0.96
5677_4744_000003.wav,3.76,0.97
8680_6390_000015.wav,3.66,0.97
9485_6390_000006.wav,3.96,0.98
12865_13396_000009.wav,3.86,0.98
12249_8708_000003.wav,4.02,0.99
4783_3962_000000.wav,3.80,0.98
5705_4744_000009.wav,4.03,0.98
6581_5323_000001.wav,3.74,0.98
6700_5323_000003.wav,4.23,0.99
5103_4744_000000.wav,3.60,0.96
12249_8708_000011.wav,3.97,0.98
5888_4811_000008.wav,3.40,0.96
3814_2564_000002.wav,4.10,0.99
9217_6390_000017.wav,4.24,0.99
3427_2564_000000.wav,3.60,0.97
5677_4744_000013.wav,3.83,0.97
12249_8708_000018.wav,3.73,0.97
2959_2564_000011.wav,3.82,0.98
12865_13396_000012.wav,3.78,0.97
4367_3648_000004.wav,4.18,0.98
8680_6390_000019.wav,3.49,0.93
2959_2564_000017.wav,3.88,0.98
6601_5323_000000.wav,3.97,0.98
9485_6390_000018.wav,4.15,0.98
3369_2564_000000.wav,4.27,0.99
2961_2564_000019.wav,4.05,0.98
9217_6390_000019.wav,3.98,0.98
5103_4572_000001.wav,3.65,0.97
9217_6390_000014.wav,4.11,0.99
10107_6390_000012.wav,3.91,0.98
4367_3648_000003.wav,4.10,0.98
9217_6390_000003.wav,4.19,0.99
4367_3648_000002.wav,3.53,0.96
8680_6390_000005.wav,3.47,0.95
6207_5270_000005.wav,4.18,0.99
6601_5323_000006.wav,3.76,0.97
12865_13396_000002.wav,3.46,0.96
2959_2564_000012.wav,3.77,0.98
12865_13396_000013.wav,3.33,0.94
2959_2564_000000.wav,3.80,0.98
7028_5323_000017.wav,3.87,0.98
10107_6390_000015.wav,4.03,0.98
4778_3962_000001.wav,4.22,0.99
9351_6390_000015.wav,3.36,0.94
9485_6390_000005.wav,4.05,0.98
9217_6390_000011.wav,4.16,0.99
2961_2564_000009.wav,3.71,0.97
5677_4744_000017.wav,4.06,0.98
5677_4744_000010.wav,3.31,0.94
8680_6390_000010.wav,3.73,0.96
6207_5270_000017.wav,3.99,0.98
8680_6390_000011.wav,3.50,0.96
9485_6390_000009.wav,3.90,0.98
12249_8708_000015.wav,3.85,0.98
10199_6390_000010.wav,3.59,0.95
12249_8708_000012.wav,3.85,0.98
7028_5323_000002.wav,3.68,0.97
5025_3962_000000.wav,3.93,0.98
2959_2564_000015.wav,3.94,0.98
9485_6390_000014.wav,3.94,0.98
5888_4811_000015.wav,3.59,0.97
5705_4744_000015.wav,3.88,0.98
12249_8708_000014.wav,3.98,0.98
2961_2564_000007.wav,3.94,0.98
10107_6390_000006.wav,3.90,0.98
2961_2564_000012.wav,3.43,0.95
12249_8708_000017.wav,4.08,0.99
5888_4811_000005.wav,3.55,0.97
10107_6390_000004.wav,3.85,0.98
6601_5323_000003.wav,3.96,0.98
2961_2564_000011.wav,4.08,0.99
8680_6390_000001.wav,3.54,0.95
9351_6390_000009.wav,3.50,0.96
9351_6390_000004.wav,3.54,0.96
6601_5323_000013.wav,3.86,0.99
4783_3962_000006.wav,3.92,0.98
3976_2564_000001.wav,3.65,0.97
5705_4744_000005.wav,3.79,0.97
6601_5323_000016.wav,3.84,0.98
5677_4744_000006.wav,3.55,0.97
6601_5323_000011.wav,4.00,0.98
3976_2564_000005.wav,3.95,0.99
8680_6390_000000.wav,3.54,0.95
9485_6390_000015.wav,4.00,0.98
4778_3962_000002.wav,3.95,0.98
9217_6390_000013.wav,4.13,0.99
12249_8708_000002.wav,3.90,0.98
7028_5323_000001.wav,3.38,0.95
7028_5323_000012.wav,3.53,0.96
12865_13396_000000.wav,3.46,0.96
12865_13396_000005.wav,3.48,0.96
4367_3648_000009.wav,3.82,0.97
9485_6390_000019.wav,3.98,0.98
2959_2564_000007.wav,3.69,0.97
5677_4744_000014.wav,3.72,0.97
3976_2564_000003.wav,3.59,0.97
9351_6390_000006.wav,3.68,0.97
5103_3962_000003.wav,3.67,0.97
7028_5323_000018.wav,3.59,0.97
9217_6390_000016.wav,4.18,0.99
5888_4811_000014.wav,4.02,0.99
4367_3648_000014.wav,3.99,0.98
2959_2564_000018.wav,3.95,0.99
12865_13396_000004.wav,3.54,0.97
5677_4744_000007.wav,3.79,0.97
4367_3648_000018.wav,4.09,0.98
6700_5323_000005.wav,4.08,0.99
2959_2564_000004.wav,3.84,0.98
4367_3648_000007.wav,4.02,0.99
9351_6390_000010.wav,3.61,0.97
10199_6390_000007.wav,3.82,0.97
9485_6390_000016.wav,3.79,0.98
6700_5323_000006.wav,4.02,0.98
12249_8708_000010.wav,3.79,0.98
5705_4744_000000.wav,3.74,0.97
5705_4744_000014.wav,3.99,0.98
5888_4811_000011.wav,3.74,0.98
10107_6390_000013.wav,4.23,0.99
6601_5323_000015.wav,4.08,0.99
3369_2564_000001.wav,3.85,0.98
6581_5323_000002.wav,3.67,0.97
10199_6390_000003.wav,3.99,0.98
6207_5270_000014.wav,3.81,0.98
6207_5270_000011.wav,3.69,0.97
8680_6390_000013.wav,3.58,0.94
5068_3962_000000.wav,3.79,0.97
8680_6390_000008.wav,3.61,0.96
2961_2564_000005.wav,3.69,0.97
5705_4744_000017.wav,3.50,0.96
9351_6390_000016.wav,3.83,0.98
9485_6390_000008.wav,3.96,0.98
6601_5323_000002.wav,3.82,0.98
4801_3962_000001.wav,3.79,0.98
9217_6390_000018.wav,4.26,0.99
7028_5323_000014.wav,3.46,0.96
7028_5323_000019.wav,3.61,0.97
4367_3648_000008.wav,4.01,0.98
5888_4811_000013.wav,3.92,0.98
6207_5270_000006.wav,3.83,0.98
