3369_2564_000000,4.5
3369_2564_000001,5.0
3369_2564_000002,4.0
3369_2564_000003,4.0
3427_2564_000000,3.0
3814_2564_000000,5.0
3814_2564_000001,4.5
3814_2564_000002,2.5
3976_2564_000000,4.0
3976_2564_000001,5.0
3976_2564_000003,5.0
3976_2564_000004,5.0
3976_2564_000005,4.5
4367_3648_000001,5.0
4367_3648_000002,5.0
4367_3648_000003,5.0
4367_3648_000004,4.0
4367_3648_000005,5.0
4367_3648_000006,5.0
4367_3648_000007,5.0
4367_3648_000008,5.0
4367_3648_000009,5.0
4367_3648_000010,5.0
4367_3648_000011,4.0
4367_3648_000012,5.0
4367_3648_000014,5.0
4367_3648_000017,4.0
4367_3648_000018,4.0
4367_3648_000019,4.5
4778_3962_000000,5.0
4778_3962_000001,4.0
4778_3962_000002,5.0
4778_3962_000003,4.0
4778_3962_000004,5.0
4783_3962_000000,5.0
4783_3962_000001,4.5
4783_3962_000002,2.0
4783_3962_000003,3.0
4783_3962_000004,3.0
4783_3962_000005,5.0
4783_3962_000006,4.0
4783_3962_000007,4.333333333333333
4783_3962_000008,2.6666666666666665
4801_3962_000000,4.75
4801_3962_000001,5.0
5025_3962_000000,5.0
5068_3962_000000,4.0
5068_3962_000002,2.0
5068_3962_000003,3.4
5103_3962_000000,5.0
5103_3962_000001,4.0
5103_3962_000002,4.5
5103_3962_000003,5.0
5103_3962_000004,3.0
5103_3962_000005,5.0
5103_4572_000000,4.5
5103_4572_000001,5.0
5103_4572_000002,4.0
5103_4744_000000,5.0
5103_4744_000001,3.0
5103_4744_000002,4.0
5103_4744_000003,5.0
5103_4744_000004,4.0
5677_4744_000001,3.3333333333333335
5677_4744_000003,3.3333333333333335
5677_4744_000004,4.333333333333333
5677_4744_000006,3.0
5677_4744_000007,3.0
5677_4744_000009,5.0
5677_4744_000010,5.0
5677_4744_000011,3.8
5677_4744_000012,3.0
5677_4744_000013,4.0
5677_4744_000014,3.0
5677_4744_000015,3.0
5677_4744_000016,3.0
5677_4744_000017,4.0
5677_4744_000018,5.0
5677_4744_000019,5.0
5705_4744_000000,5.0
5705_4744_000001,4.25
5705_4744_000004,4.0
5705_4744_000005,4.5
5705_4744_000006,4.333333333333333
5705_4744_000007,5.0
5705_4744_000008,4.0
5705_4744_000009,5.0
5705_4744_000010,5.0
5705_4744_000011,4.0
5705_4744_000012,4.0
5705_4744_000013,4.5
5705_4744_000014,4.0
5705_4744_000015,4.0
5705_4744_000017,3.0
5888_4811_000000,3.5
5888_4811_000001,3.0
5888_4811_000003,3.5
5888_4811_000004,4.0
5888_4811_000005,2.5
5888_4811_000007,3.0
5888_4811_000008,3.0
5888_4811_000009,3.5
5888_4811_000010,3.5
5888_4811_000011,4.0
5888_4811_000012,4.0
5888_4811_000013,3.0
5888_4811_000014,3.5
5888_4811_000015,4.0
5888_4811_000016,3.0
5888_4811_000017,2.0
5888_5270_000000,4.5
5888_5270_000001,5.0
6207_5270_000000,2.6666666666666665
6207_5270_000001,4.666666666666667
6207_5270_000004,3.0
6207_5270_000005,5.0
6207_5270_000006,4.0
6207_5270_000007,5.0
6207_5270_000008,5.0
6207_5270_000009,5.0
6207_5270_000010,5.0
6207_5270_000011,4.5
6207_5270_000012,4.0
6207_5270_000014,4.5
6207_5270_000015,4.333333333333333
6207_5270_000016,3.0
6207_5270_000017,2.0
6207_5270_000018,4.0
6207_5270_000019,4.333333333333333
6581_5323_000000,4.0
6581_5323_000001,5.0
6581_5323_000002,3.6
6601_5323_000000,4.5
6601_5323_000002,4.0
6601_5323_000003,5.0
6601_5323_000004,3.0
6601_5323_000005,4.0
6601_5323_000006,5.0
6601_5323_000007,5.0
6601_5323_000009,2.0
6601_5323_000010,5.0
6601_5323_000011,5.0
6601_5323_000013,3.0
6601_5323_000014,4.0
6601_5323_000015,3.0
6601_5323_000016,4.0
6700_5323_000000,5.0
6700_5323_000001,5.0
6700_5323_000002,5.0
6700_5323_000003,5.0
6700_5323_000004,5.0
6700_5323_000005,4.5
6700_5323_000006,5.0
6700_5323_000007,5.0
6700_5323_000008,4.4
7028_5323_000000,5.0
7028_5323_000001,4.0
7028_5323_000002,5.0
7028_5323_000003,4.75
7028_5323_000004,5.0
7028_5323_000006,3.0
7028_5323_000008,3.5
7028_5323_000009,5.0
7028_5323_000012,5.0
7028_5323_000013,4.5
7028_5323_000014,5.0
7028_5323_000015,4.0
7028_5323_000016,5.0
7028_5323_000017,3.0
7028_5323_000018,4.5
7028_5323_000019,4.0
8680_6390_000000,4.0
8680_6390_000001,3.5
8680_6390_000002,4.0
8680_6390_000003,4.0
8680_6390_000004,3.3333333333333335
8680_6390_000005,3.0
8680_6390_000008,2.0
8680_6390_000009,5.0
8680_6390_000010,3.75
8680_6390_000011,5.0
8680_6390_000012,4.0
8680_6390_000013,4.0
8680_6390_000014,1.0
8680_6390_000015,2.0
8680_6390_000016,3.5
8680_6390_000017,4.0
8680_6390_000018,3.0
8680_6390_000019,4.333333333333333
9217_6390_000000,4.0
9217_6390_000001,5.0
9217_6390_000002,4.5
9217_6390_000003,5.0
9217_6390_000004,2.0
9217_6390_000005,4.5
9217_6390_000007,4.0
9217_6390_000008,4.0
9217_6390_000009,4.0
9217_6390_000010,4.666666666666667
9217_6390_000011,4.666666666666667
9217_6390_000012,5.0
9217_6390_000013,4.0
9217_6390_000014,3.5
9217_6390_000015,4.0
9217_6390_000016,4.0
9217_6390_000017,4.0
9217_6390_000018,4.5
9217_6390_000019,3.0
9351_6390_000000,3.0
9351_6390_000002,5.0
9351_6390_000003,3.5
9351_6390_000004,5.0
9351_6390_000005,4.666666666666667
9351_6390_000006,5.0
9351_6390_000007,5.0
9351_6390_000008,4.5
9351_6390_000009,4.0
9351_6390_000010,4.0
9351_6390_000011,4.0
9351_6390_000012,3.25
9351_6390_000013,4.0
9351_6390_000014,5.0
9351_6390_000015,5.0
9351_6390_000016,1.0
9351_6390_000018,4.5
9485_6390_000000,4.0
9485_6390_000003,4.0
9485_6390_000004,5.0
9485_6390_000005,4.0
9485_6390_000006,4.0
9485_6390_000008,5.0
9485_6390_000009,4.0
9485_6390_000010,3.0
9485_6390_000011,5.0
9485_6390_000012,2.6666666666666665
9485_6390_000013,3.0
9485_6390_000014,5.0
9485_6390_000015,4.0
9485_6390_000016,3.0
9485_6390_000017,5.0
9485_6390_000018,3.75
9485_6390_000019,5.0
