filepath,mos,condition,db
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0024.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0008.wav,2.333333333333333,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0001.wav,3.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0017.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0016.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0015.wav,3.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0001.wav,2.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0007.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0012.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_MA_MA_taco2hifigan-MA-0011.wav,1.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0011.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0009.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0022.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0021.wav,3.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0021.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0029.wav,1.25,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0002.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0028.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0006.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0006.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0020.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0027.wav,3.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0028.wav,3.6666666666666665,noisy,taco2hifigan
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0026.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0009.wav,3.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0005.wav,1.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0029.wav,4.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0023.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0010.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0009.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0002.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0026.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0005.wav,1.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0007.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0025.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0023.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0025.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0004.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0009.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0009.wav,3.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0005.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0006.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0019.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0010.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0014.wav,1.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0016.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0015.wav,2.25,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0020.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0004.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0020.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0019.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0001.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0023.wav,1.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0024.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0025.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0008.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_MA_MA_taco2hifigan-MA-0024.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0022.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_MA_MA_taco2hifigan-MA-0009.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0003.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0020.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0018.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0029.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0011.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0006.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0014.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0027.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0021.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0007.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0016.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0012.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0017.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0004.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0011.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0003.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0013.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0006.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0022.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_MA_MA_taco2hifigan-MA-0010.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0019.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LU_LU_taco2hifigan-LU-0009.wav,1.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0024.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0003.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0006.wav,2.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0014.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0022.wav,1.5,noisy,taco2hifigan
