filepath,mos,condition,db
./data/taco2griffinlim/taco2griffin_lim-GS-0023.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0002.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0008.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0020.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0029.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0029.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0012.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0023.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0001.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0000.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0017.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0005.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0008.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0003.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0028.wav,3.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0013.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0024.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0018.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0014.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0024.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0016.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0021.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0014.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0005.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0017.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0023.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0009.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0022.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0000.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0007.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0010.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0001.wav,2.6666666666666665,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0008.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0026.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0028.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0013.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0028.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0028.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0021.wav,5.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0018.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0008.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0004.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0021.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0015.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0016.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0011.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0003.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0005.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0006.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0012.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0027.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0027.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0000.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0001.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0013.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0016.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0002.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0008.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0005.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0005.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0009.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0014.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0017.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0010.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0017.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0026.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0025.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0011.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0027.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0001.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0016.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0015.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0009.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0018.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0004.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0024.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0009.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0022.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0026.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0022.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0018.wav,2.6666666666666665,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0029.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0007.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0016.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0016.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0005.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0026.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0020.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0013.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0026.wav,3.333333333333333,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0006.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0016.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0016.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0012.wav,2.333333333333333,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0015.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0007.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0023.wav,2.25,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0026.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0029.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0027.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0021.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0000.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0025.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0025.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0012.wav,3.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0005.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0009.wav,2.6666666666666665,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0026.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0013.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0003.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0029.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0015.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0026.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0018.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0000.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0010.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0025.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0024.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0008.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0020.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0026.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0005.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0028.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0006.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0000.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0012.wav,4.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0002.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0001.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0003.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0027.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0002.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0028.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0002.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0001.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0010.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0006.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0023.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0014.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0023.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0003.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0002.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0028.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0019.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0009.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0010.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0005.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0006.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0009.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0007.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0025.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0003.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0025.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0016.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0027.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0008.wav,3.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0023.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0011.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0008.wav,3.333333333333333,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0028.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0029.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0016.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0003.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0009.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0017.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0025.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0011.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0022.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0021.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0020.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0025.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0012.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0014.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0020.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0029.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0007.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0015.wav,1.75,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0000.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0028.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0024.wav,1.6666666666666667,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0020.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0001.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0021.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0020.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0010.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0010.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0013.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0006.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0024.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0027.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0012.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0011.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0016.wav,1.3333333333333333,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0022.wav,2.333333333333333,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0028.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0008.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0025.wav,3.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0006.wav,4.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0007.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0006.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0013.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0018.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0027.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0002.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0015.wav,5.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0011.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0020.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-IR-0009.wav,2.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0023.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0022.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-PE-0027.wav,1.3333333333333333,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0001.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0012.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-FN-0018.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0002.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LN-0016.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0000.wav,2.25,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LU-0010.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0013.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0006.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0002.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-RC-0007.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GS-0014.wav,1.5,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DR-0025.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0019.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0018.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0015.wav,2.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0014.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-DI-0004.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0020.wav,2.333333333333333,synthesized,taco2griffinlim
