File,Quality,Inteligibility
ground_truth_lu_onu_2009-0019.wav,4.04,0.99
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0434.wav,4.40,0.99
ground_truth_pe_isaura_f-0066.wav,4.42,0.99
ground_truth_gm_crime_pe_amaro-1076.wav,4.43,0.99
dataset_oficial_copel-0593.wav,4.54,1.00
dataset_oficial_copel-0596.wav,4.22,0.99
GS1-0011.wav,4.42,0.99
ground_truth_msc_d_tunner_tacotron_gst_waveglow_isaura_f-0876.wav,4.38,0.99
ground_truth_pe_isaura_f-0071.wav,4.37,0.99
ground_truth_lu_onu_2009-0015.wav,4.34,0.99
ground_truth_bz_bolsonaro_onu-0014.wav,4.30,0.99
ground_truth_gm_crime_pe_amaro-1070.wav,4.38,0.99
ground_truth_bz_bolsonaro_onu-0017.wav,4.20,0.99
ground_truth_bz_bolsonaro_onu-0018.wav,4.28,0.99
ground_truth_msc_d_tunner_tacotron_gst_waveglow_isaura_f-0863.wav,4.19,0.99
ground_truth_bz_bolsonaro_onu-0006.wav,4.38,0.99
ground_truth_lu_onu_2009-0020.wav,4.18,0.99
ground_truth_dr_onu-2012-0009.wav,4.35,0.99
ground_truth_gm_crime_pe_amaro-1058.wav,4.65,1.00
ground_truth_dr_onu-2012-0008.wav,4.35,0.99
GS1-0002.wav,4.24,0.99
ground_truth_gm_crime_pe_amaro-1059.wav,4.27,0.99
ground_truth_gm_crime_pe_amaro-1075.wav,4.41,0.99
GS1-0009.wav,4.26,0.99
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0572.wav,4.30,0.99
ground_truth_bz_bolsonaro_onu-0002.wav,4.33,0.99
ground_truth_msc_d_tunner_taco2waveglow_isaura_1310.wav,4.42,0.99
ground_truth_pe_isaura_f-0061.wav,4.18,0.99
ground_truth_lu_onu_2009-0006.wav,4.01,0.98
ground_truth_dr_onu-2012-0013.wav,4.32,0.99
ground_truth_pe_isaura_f-0059.wav,4.40,0.99
ground_truth_gm_crime_pe_amaro-1062.wav,4.45,0.99
dataset_oficial_copel-0607.wav,4.53,1.00
ground_truth_lu_onu_2009-0013.wav,4.31,0.99
ground_truth_pe_isaura_f-0064.wav,4.37,0.99
dataset_oficial_copel-0595.wav,4.52,1.00
dataset_oficial_copel-0594.wav,4.38,0.99
GS1-0019.wav,4.27,0.99
ground_truth_msc_d_tunner_taco2waveglow_isaura_0782.wav,4.29,0.99
ground_truth_lu_onu_2009-0016.wav,4.59,1.00
ground_truth_bz_bolsonaro_onu-0011.wav,4.26,0.99
ground_truth_bz_bolsonaro_onu-0008.wav,4.30,0.99
ground_truth_gm_crime_pe_amaro-1067.wav,4.41,0.99
GS1-0016.wav,4.24,0.99
ground_truth_gm_crime_pe_amaro-1057.wav,4.30,0.99
GS1-0004.wav,4.27,0.99
ground_truth_gm_crime_pe_amaro-1065.wav,4.31,0.99
GS1-0014.wav,4.06,0.99
ground_truth_dr_onu-2012-0005.wav,4.43,1.00
ground_truth_dr_onu-2012-0019.wav,4.38,0.99
ground_truth_pe_isaura_f-0065.wav,4.31,0.99
GS1-0007.wav,4.36,0.99
ground_truth_pe_isaura_f-0077.wav,4.28,0.99
GS1-0005.wav,3.86,0.98
ground_truth_pe_isaura_f-0073.wav,4.37,0.99
ground_truth_pe_isaura_f-0076.wav,4.32,0.99
ground_truth_dr_onu-2012-0015.wav,4.42,0.99
ground_truth_dr_onu-2012-0011.wav,4.17,0.99
ground_truth_lu_onu_2009-0009.wav,4.23,0.99
dataset_oficial_copel-0611.wav,4.37,0.99
ground_truth_msc_d_tunner_taco2waveglow_isaura_0407.wav,4.40,0.99
ground_truth_lu_onu_2009-0012.wav,4.29,0.99
ground_truth_bz_bolsonaro_onu-0001.wav,4.29,0.99
GS1-0012.wav,4.19,0.99
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0029.wav,4.44,0.99
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-1744.wav,4.45,1.00
ground_truth_dr_onu-2012-0018.wav,4.41,0.99
ground_truth_dr_onu-2012-0016.wav,4.24,0.99
GS1-0018.wav,4.45,0.99
ground_truth_lu_onu_2009-0010.wav,4.33,0.99
ground_truth_lu_onu_2009-0004.wav,4.25,0.99
ground_truth_msc_d_tunner_tacotron_gst_waveglow_isaura_f-0003.wav,4.38,0.99
ground_truth_bz_bolsonaro_onu-0003.wav,4.02,0.99
ground_truth_bz_bolsonaro_onu-0016.wav,4.18,0.99
GS1-0003.wav,4.11,0.99
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-0621.wav,4.28,0.99
ground_truth_gm_crime_pe_amaro-1071.wav,4.36,0.99
ground_truth_dr_onu-2012-0003.wav,4.30,0.99
ground_truth_gm_crime_pe_amaro-1064.wav,4.50,1.00
ground_truth_lu_onu_2009-0002.wav,4.04,0.98
ground_truth_dr_onu-2012-0006.wav,4.18,0.99
ground_truth_pe_isaura_f-0063.wav,4.34,0.99
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-1523.wav,4.18,0.99
ground_truth_gm_crime_pe_amaro-1073.wav,4.44,0.99
ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0927.wav,4.29,0.99
ground_truth_gm_crime_pe_amaro-1061.wav,4.33,0.99
ground_truth_bz_bolsonaro_onu-0015.wav,3.94,0.98
ground_truth_dr_onu-2012-0001.wav,3.71,0.98
GS1-0013.wav,4.20,0.99
ground_truth_pe_isaura_f-0070.wav,4.25,0.99
ground_truth_dr_onu-2012-0007.wav,4.19,0.99
dataset_oficial_copel-0600.wav,4.42,1.00
dataset_oficial_copel-0606.wav,4.44,0.99
ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-2820.wav,4.52,1.00
dataset_oficial_copel-0597.wav,4.06,0.98
ground_truth_gm_crime_pe_amaro-1072.wav,4.28,0.99
