File,Quality,Inteligibility
vits_4783-0020.wav,3.72,0.98
vits_5068-0012.wav,3.57,0.97
vits_12865-0005.wav,3.58,0.97
vits_3427-0004.wav,3.54,0.96
vits_2961-0002.wav,3.42,0.97
vits_9351-0027.wav,4.23,0.99
vits_9485-0022.wav,3.32,0.95
vits_3976-0022.wav,4.17,0.99
vits_10670-0026.wav,3.46,0.94
vits_5888-0012.wav,3.63,0.97
vits_5705-0026.wav,3.71,0.97
vits_10107-0015.wav,4.16,0.99
vits_7028-0008.wav,3.55,0.96
vits_9351-0013.wav,3.51,0.96
vits_6601-0013.wav,3.60,0.98
vits_10670-0024.wav,3.74,0.98
vits_12249-0019.wav,4.07,0.98
vits_2959-0012.wav,3.57,0.97
vits_12249-0012.wav,4.13,0.99
vits_5705-0006.wav,3.44,0.96
vits_3976-0011.wav,4.04,0.99
vits_9217-0018.wav,3.84,0.97
vits_6207-0015.wav,3.49,0.94
vits_3427-0001.wav,3.87,0.99
vits_12865-0026.wav,3.68,0.98
vits_5705-0011.wav,3.89,0.99
vits_7028-0001.wav,3.79,0.98
vits_9217-0021.wav,3.33,0.93
vits_4801-0012.wav,4.32,0.99
vits_5677-0002.wav,3.78,0.98
vits_6700-0018.wav,3.59,0.97
vits_10107-0029.wav,3.84,0.98
vits_6581-0024.wav,3.94,0.99
vits_8680-0004.wav,3.41,0.92
vits_6601-0024.wav,3.28,0.95
vits_6581-0028.wav,3.82,0.97
vits_4783-0025.wav,3.73,0.97
vits_9485-0028.wav,3.65,0.98
vits_9351-0007.wav,3.92,0.98
vits_5025-0011.wav,3.86,0.97
vits_9351-0018.wav,3.67,0.98
vits_6581-0018.wav,3.79,0.97
vits_5068-0007.wav,3.87,0.98
vits_2961-0012.wav,3.73,0.97
vits_4801-0002.wav,4.44,1.00
vits_3369-0024.wav,4.10,0.98
vits_5068-0009.wav,3.27,0.93
vits_3427-0020.wav,3.71,0.98
vits_9485-0001.wav,3.66,0.98
vits_2961-0015.wav,3.53,0.94
vits_4801-0024.wav,3.93,0.99
vits_10199-0009.wav,3.64,0.97
vits_3814-0013.wav,3.60,0.97
vits_2959-0022.wav,3.36,0.95
vits_3976-0027.wav,3.69,0.98
vits_5888-0027.wav,3.94,0.99
vits_10107-0007.wav,4.00,0.99
vits_2961-0004.wav,3.61,0.98
vits_3427-0011.wav,3.26,0.95
vits_5677-0012.wav,3.47,0.95
vits_5888-0016.wav,4.10,0.99
vits_5068-0001.wav,3.80,0.98
vits_5103-0019.wav,3.84,0.98
vits_3427-0021.wav,3.69,0.97
vits_3814-0023.wav,3.11,0.92
vits_4801-0013.wav,3.82,0.98
vits_4783-0010.wav,4.03,0.99
vits_9485-0017.wav,3.37,0.96
vits_2961-0023.wav,3.62,0.95
vits_5705-0019.wav,3.59,0.97
vits_5705-0004.wav,3.83,0.98
vits_2959-0021.wav,3.85,0.98
vits_2959-0015.wav,3.84,0.98
vits_12249-0010.wav,4.01,0.98
vits_9485-0018.wav,3.53,0.97
vits_4801-0018.wav,4.22,0.99
vits_5103-0014.wav,4.15,0.99
vits_5103-0008.wav,3.85,0.98
vits_4367-0009.wav,3.44,0.96
vits_4801-0017.wav,3.70,0.97
vits_5677-0003.wav,4.20,0.99
vits_6601-0001.wav,3.60,0.97
vits_3814-0006.wav,3.59,0.96
vits_7028-0010.wav,3.55,0.97
vits_9217-0005.wav,3.82,0.97
vits_2961-0007.wav,3.52,0.94
vits_5103-0004.wav,3.78,0.97
vits_12249-0028.wav,3.78,0.97
vits_5677-0000.wav,4.31,0.99
vits_9217-0029.wav,3.88,0.97
vits_4783-0008.wav,3.90,0.99
vits_5677-0023.wav,3.88,0.98
vits_12865-0007.wav,3.37,0.95
vits_7028-0000.wav,4.26,0.99
vits_5025-0025.wav,3.09,0.91
vits_9485-0016.wav,3.58,0.98
vits_3976-0007.wav,4.17,0.99
vits_6601-0027.wav,3.70,0.98
vits_10199-0017.wav,3.77,0.96
vits_4778-0010.wav,4.49,1.00
vits_7028-0018.wav,3.72,0.97
vits_2959-0005.wav,4.24,0.99
vits_5705-0025.wav,3.27,0.92
vits_6581-0022.wav,4.14,0.99
vits_2959-0027.wav,3.93,0.98
vits_2961-0028.wav,3.56,0.97
vits_4367-0023.wav,3.99,0.99
vits_12249-0025.wav,4.00,0.98
vits_4783-0028.wav,3.12,0.93
vits_5025-0009.wav,3.12,0.93
vits_5888-0018.wav,4.02,0.99
vits_9351-0009.wav,3.18,0.94
vits_4778-0027.wav,3.94,0.98
vits_10199-0002.wav,3.49,0.95
vits_10199-0012.wav,3.64,0.98
vits_10670-0015.wav,2.64,0.79
vits_6601-0028.wav,3.78,0.98
vits_3976-0024.wav,3.73,0.97
vits_10670-0005.wav,3.61,0.95
vits_12249-0020.wav,3.88,0.98
vits_5705-0020.wav,3.56,0.96
vits_10107-0000.wav,3.96,0.99
vits_3976-0025.wav,4.13,0.99
vits_4778-0029.wav,3.87,0.98
vits_12865-0013.wav,3.43,0.97
vits_10670-0004.wav,3.21,0.92
vits_5068-0011.wav,4.19,0.99
vits_4367-0003.wav,3.70,0.97
vits_6601-0014.wav,3.75,0.97
vits_5888-0010.wav,3.79,0.98
vits_6581-0019.wav,3.91,0.99
vits_6207-0010.wav,3.52,0.96
vits_9485-0014.wav,4.01,0.99
vits_5888-0019.wav,3.73,0.98
vits_12249-0021.wav,3.81,0.97
vits_2961-0025.wav,3.79,0.98
vits_4801-0007.wav,4.23,0.99
vits_5705-0024.wav,3.86,0.98
vits_7028-0004.wav,3.82,0.98
vits_12249-0004.wav,4.35,0.99
vits_5677-0024.wav,3.40,0.96
vits_5068-0019.wav,3.61,0.97
vits_3976-0018.wav,4.11,0.99
vits_5888-0005.wav,4.13,0.98
vits_12865-0023.wav,3.59,0.98
vits_2961-0006.wav,3.58,0.96
vits_3976-0000.wav,4.38,0.99
vits_9217-0000.wav,3.91,0.98
vits_2959-0013.wav,3.99,0.99
vits_4801-0029.wav,3.73,0.98
vits_3369-0019.wav,3.62,0.97
vits_8680-0009.wav,3.32,0.95
vits_12249-0007.wav,4.11,0.99
vits_6601-0007.wav,3.98,0.99
vits_6207-0021.wav,3.60,0.97
vits_9351-0017.wav,3.75,0.98
vits_6207-0004.wav,3.55,0.97
vits_9485-0011.wav,3.63,0.98
vits_3814-0024.wav,4.18,0.99
vits_10670-0028.wav,3.53,0.97
vits_9485-0000.wav,3.46,0.97
vits_10199-0018.wav,3.52,0.95
vits_3369-0022.wav,3.92,0.98
vits_9351-0023.wav,3.51,0.97
vits_10670-0020.wav,3.21,0.94
vits_9217-0009.wav,3.81,0.98
vits_8680-0013.wav,3.14,0.93
vits_3814-0005.wav,3.66,0.98
vits_3814-0008.wav,3.87,0.98
vits_6581-0006.wav,3.85,0.98
vits_3427-0009.wav,3.90,0.98
vits_6581-0007.wav,3.78,0.98
vits_3427-0016.wav,3.81,0.98
vits_2959-0017.wav,4.24,0.99
vits_8680-0018.wav,3.24,0.95
vits_6601-0005.wav,3.98,0.99
vits_2959-0004.wav,3.63,0.97
vits_5068-0000.wav,3.46,0.95
vits_2959-0023.wav,4.20,0.99
vits_4783-0014.wav,3.49,0.97
vits_9485-0003.wav,3.88,0.98
vits_3427-0000.wav,3.50,0.97
vits_6207-0017.wav,4.21,0.99
vits_3427-0023.wav,3.66,0.97
vits_10199-0026.wav,4.06,0.98
vits_3427-0029.wav,3.86,0.98
vits_4367-0013.wav,3.69,0.98
vits_10199-0020.wav,3.69,0.98
vits_6581-0020.wav,3.88,0.98
vits_10199-0005.wav,3.45,0.95
vits_5888-0006.wav,4.20,0.99
vits_12865-0028.wav,3.79,0.97
vits_8680-0023.wav,3.50,0.95
vits_4783-0007.wav,4.06,0.99
vits_10107-0005.wav,3.80,0.98
vits_6207-0026.wav,3.51,0.97
vits_5888-0001.wav,3.34,0.94
vits_10107-0024.wav,4.07,0.99
vits_5068-0023.wav,3.78,0.98
vits_9217-0019.wav,3.40,0.96
vits_6601-0000.wav,3.88,0.98
vits_3427-0022.wav,4.00,0.98
vits_5677-0026.wav,3.93,0.99
vits_10199-0006.wav,3.38,0.93
vits_5888-0028.wav,3.79,0.97
vits_9217-0008.wav,3.82,0.97
vits_10107-0009.wav,4.19,0.99
vits_6601-0009.wav,3.86,0.98
vits_6700-0028.wav,3.66,0.98
vits_5025-0026.wav,3.68,0.96
vits_6207-0001.wav,2.95,0.89
vits_3369-0005.wav,3.87,0.98
vits_7028-0025.wav,3.45,0.97
vits_10670-0007.wav,3.78,0.97
vits_3814-0017.wav,3.77,0.98
vits_3427-0006.wav,3.69,0.97
vits_6601-0006.wav,4.31,0.99
vits_5068-0029.wav,3.67,0.97
vits_4801-0014.wav,3.64,0.98
vits_4367-0001.wav,3.93,0.98
vits_3427-0003.wav,3.65,0.97
vits_10199-0000.wav,3.30,0.95
vits_6581-0002.wav,4.14,0.99
vits_5025-0005.wav,4.33,0.99
vits_10199-0028.wav,3.53,0.94
vits_3427-0014.wav,3.99,0.99
vits_3369-0011.wav,4.15,0.99
vits_4801-0021.wav,3.84,0.98
vits_3814-0029.wav,4.04,0.98
vits_9351-0003.wav,3.91,0.98
vits_4778-0004.wav,4.14,0.99
vits_9217-0024.wav,4.17,0.99
vits_4801-0006.wav,3.96,0.98
vits_3369-0004.wav,3.89,0.97
vits_12865-0008.wav,3.79,0.98
vits_10107-0013.wav,4.26,0.99
vits_7028-0023.wav,3.59,0.97
vits_6581-0027.wav,3.59,0.97
vits_9217-0006.wav,3.42,0.96
vits_9485-0025.wav,3.37,0.96
vits_12865-0004.wav,3.43,0.97
vits_12249-0005.wav,4.15,0.99
vits_9217-0004.wav,3.86,0.98
vits_9351-0025.wav,3.75,0.98
vits_5677-0016.wav,4.16,0.99
vits_12249-0011.wav,4.56,1.00
vits_6207-0018.wav,3.57,0.97
vits_2961-0014.wav,3.50,0.97
vits_2959-0029.wav,3.67,0.98
vits_6700-0014.wav,4.47,1.00
vits_4801-0025.wav,4.04,0.98
vits_5705-0027.wav,3.50,0.96
vits_5888-0008.wav,3.66,0.97
vits_8680-0025.wav,3.49,0.95
vits_12865-0017.wav,3.92,0.98
vits_6207-0025.wav,3.46,0.96
vits_5888-0009.wav,3.54,0.97
vits_5025-0003.wav,3.56,0.96
vits_2959-0009.wav,4.02,0.98
vits_7028-0014.wav,3.58,0.97
vits_5677-0019.wav,3.94,0.98
vits_9351-0010.wav,4.06,0.99
vits_5103-0011.wav,4.52,1.00
vits_5068-0028.wav,3.43,0.95
vits_4783-0019.wav,3.85,0.98
vits_4367-0029.wav,3.91,0.99
vits_10199-0003.wav,3.61,0.98
vits_5705-0014.wav,3.80,0.98
vits_10199-0013.wav,3.52,0.97
vits_5068-0026.wav,3.90,0.98
vits_4367-0018.wav,3.72,0.98
vits_5677-0027.wav,4.08,0.99
vits_9217-0026.wav,3.77,0.97
vits_12249-0008.wav,3.49,0.96
vits_9351-0001.wav,3.94,0.98
vits_5068-0005.wav,3.42,0.97
vits_5103-0002.wav,3.79,0.97
vits_5025-0017.wav,4.02,0.98
vits_12249-0014.wav,4.05,0.99
vits_10107-0008.wav,4.18,0.99
vits_3369-0007.wav,4.03,0.98
vits_5705-0021.wav,3.96,0.98
vits_3976-0014.wav,3.68,0.97
vits_5677-0029.wav,3.42,0.95
vits_6207-0028.wav,3.81,0.98
vits_3814-0003.wav,3.50,0.97
vits_4801-0010.wav,3.78,0.98
vits_4367-0025.wav,3.72,0.97
vits_10107-0006.wav,3.53,0.97
vits_7028-0006.wav,3.60,0.95
vits_5705-0016.wav,3.39,0.96
vits_12865-0000.wav,3.91,0.98
vits_3369-0023.wav,3.70,0.98
vits_10199-0021.wav,4.30,0.99
vits_7028-0028.wav,3.81,0.97
vits_10107-0003.wav,4.32,0.99
vits_9217-0010.wav,4.04,0.98
vits_6581-0014.wav,4.13,0.99
vits_2959-0024.wav,3.61,0.97
vits_12249-0024.wav,3.92,0.98
vits_10670-0014.wav,3.46,0.95
vits_12249-0013.wav,3.81,0.98
vits_3369-0002.wav,3.74,0.98
vits_6700-0019.wav,3.49,0.97
vits_3369-0018.wav,4.01,0.98
vits_12249-0027.wav,4.02,0.99
vits_3427-0018.wav,3.82,0.98
vits_5103-0003.wav,3.94,0.98
vits_4801-0027.wav,4.26,0.99
vits_3814-0002.wav,3.48,0.95
vits_5705-0029.wav,4.26,0.99
vits_2961-0018.wav,3.84,0.98
vits_12865-0018.wav,3.52,0.97
vits_4778-0000.wav,4.05,0.99
vits_4783-0015.wav,3.90,0.98
vits_2961-0013.wav,4.41,1.00
vits_4801-0011.wav,3.70,0.98
vits_6700-0020.wav,3.95,0.98
vits_6700-0012.wav,3.96,0.99
vits_8680-0021.wav,3.42,0.96
vits_4801-0009.wav,3.64,0.98
vits_5705-0012.wav,3.65,0.96
vits_12865-0016.wav,3.61,0.98
vits_9217-0023.wav,3.78,0.98
vits_2959-0007.wav,4.09,0.99
vits_6581-0004.wav,4.00,0.98
vits_4778-0020.wav,3.94,0.98
vits_4778-0003.wav,4.05,0.98
vits_6581-0013.wav,3.57,0.98
vits_12865-0015.wav,3.34,0.96
vits_12865-0014.wav,3.65,0.97
vits_7028-0015.wav,3.92,0.98
vits_9485-0008.wav,3.63,0.98
vits_4367-0027.wav,3.75,0.98
vits_4778-0019.wav,4.08,0.99
vits_4801-0020.wav,3.61,0.97
vits_6601-0016.wav,3.23,0.93
vits_4778-0014.wav,3.44,0.97
vits_8680-0014.wav,3.50,0.95
vits_4783-0009.wav,4.50,1.00
vits_5705-0000.wav,3.86,0.97
vits_2961-0016.wav,3.91,0.98
vits_2959-0028.wav,3.82,0.98
vits_5103-0021.wav,3.94,0.99
vits_12865-0001.wav,3.46,0.96
vits_9485-0004.wav,3.50,0.97
vits_10670-0010.wav,3.13,0.91
vits_6700-0013.wav,3.74,0.98
vits_2961-0021.wav,3.54,0.97
vits_3976-0026.wav,3.52,0.97
vits_9351-0002.wav,3.23,0.95
vits_5677-0001.wav,4.13,0.99
vits_5888-0021.wav,3.71,0.97
vits_6601-0021.wav,4.05,0.99
vits_7028-0029.wav,3.72,0.98
vits_12249-0009.wav,3.62,0.97
vits_12249-0002.wav,4.25,0.99
vits_8680-0022.wav,3.21,0.95
vits_5025-0021.wav,4.16,0.99
vits_9351-0008.wav,3.65,0.98
vits_6207-0012.wav,3.43,0.96
vits_6207-0008.wav,3.41,0.96
vits_10670-0011.wav,3.72,0.98
vits_4778-0023.wav,4.16,0.99
vits_12249-0029.wav,4.33,0.99
vits_2959-0016.wav,4.00,0.99
vits_5103-0029.wav,4.08,0.99
vits_12865-0009.wav,3.41,0.96
vits_9351-0014.wav,3.58,0.96
vits_6700-0002.wav,3.61,0.97
vits_6601-0010.wav,3.57,0.97
vits_10199-0014.wav,3.74,0.98
vits_3369-0014.wav,3.81,0.97
vits_4801-0019.wav,3.47,0.96
vits_6700-0017.wav,3.50,0.97
vits_4778-0024.wav,4.35,0.99
vits_5677-0018.wav,3.83,0.98
vits_4783-0029.wav,3.45,0.97
vits_3976-0023.wav,3.81,0.97
vits_9351-0021.wav,3.58,0.96
vits_5025-0014.wav,3.57,0.97
vits_5888-0023.wav,3.92,0.98
vits_6700-0016.wav,4.27,0.99
vits_10107-0017.wav,4.05,0.99
vits_10199-0019.wav,3.41,0.97
vits_6601-0017.wav,3.36,0.94
vits_10199-0029.wav,3.67,0.98
vits_3814-0010.wav,3.62,0.97
vits_10107-0027.wav,4.09,0.99
vits_6207-0000.wav,3.43,0.95
vits_5025-0019.wav,3.33,0.94
vits_5068-0006.wav,3.85,0.98
vits_7028-0013.wav,3.42,0.94
vits_12249-0023.wav,4.16,0.99
vits_3427-0019.wav,3.75,0.97
vits_12249-0006.wav,4.34,0.99
vits_2959-0003.wav,3.86,0.99
vits_5103-0023.wav,3.78,0.97
vits_9485-0029.wav,3.77,0.98
vits_9217-0025.wav,3.41,0.92
vits_12249-0022.wav,4.22,0.99
vits_5103-0027.wav,4.19,0.99
vits_6207-0027.wav,3.60,0.96
vits_2959-0001.wav,4.30,0.99
vits_2961-0022.wav,3.79,0.96
vits_6700-0006.wav,4.19,0.99
vits_5068-0013.wav,3.57,0.96
vits_6581-0010.wav,3.69,0.97
vits_10107-0025.wav,4.30,0.99
vits_5677-0004.wav,3.71,0.97
vits_10199-0007.wav,3.82,0.98
vits_5025-0027.wav,3.85,0.98
vits_5705-0002.wav,3.97,0.98
vits_4778-0015.wav,3.77,0.98
vits_4367-0017.wav,3.73,0.98
vits_3427-0024.wav,4.38,0.99
vits_4367-0008.wav,4.08,0.99
vits_5705-0005.wav,3.54,0.97
vits_4783-0006.wav,3.70,0.97
vits_5888-0007.wav,3.72,0.96
vits_3814-0004.wav,4.07,0.99
vits_8680-0027.wav,3.41,0.95
vits_3369-0028.wav,3.76,0.97
vits_4778-0017.wav,3.96,0.98
vits_6207-0007.wav,3.64,0.98
vits_8680-0019.wav,3.53,0.96
vits_2959-0014.wav,4.05,0.99
vits_3814-0011.wav,3.71,0.97
vits_5025-0016.wav,3.69,0.97
vits_4783-0024.wav,3.91,0.98
vits_2961-0011.wav,3.62,0.97
vits_12249-0000.wav,4.15,0.99
vits_8680-0024.wav,3.86,0.98
vits_5068-0024.wav,3.34,0.94
vits_8680-0003.wav,3.36,0.92
vits_5888-0024.wav,3.20,0.94
vits_5677-0014.wav,3.74,0.98
vits_3814-0015.wav,3.59,0.98
vits_4801-0026.wav,3.96,0.98
vits_12249-0018.wav,4.05,0.99
vits_9217-0011.wav,4.01,0.98
vits_6207-0003.wav,3.58,0.96
vits_10199-0016.wav,3.88,0.98
vits_6601-0029.wav,3.63,0.97
vits_4367-0021.wav,4.08,0.99
vits_3369-0010.wav,3.99,0.98
vits_10107-0022.wav,3.95,0.98
vits_9485-0027.wav,3.59,0.98
vits_5705-0003.wav,3.48,0.96
vits_5103-0010.wav,3.75,0.97
vits_7028-0003.wav,4.10,0.99
vits_5025-0022.wav,3.65,0.97
vits_10670-0022.wav,3.19,0.94
vits_9217-0007.wav,3.22,0.94
vits_12249-0001.wav,4.09,0.99
vits_10670-0013.wav,3.29,0.95
vits_10670-0025.wav,3.33,0.94
vits_9217-0028.wav,3.64,0.96
vits_5677-0021.wav,3.33,0.96
vits_12249-0003.wav,3.94,0.98
vits_2961-0024.wav,3.97,0.98
vits_3814-0001.wav,3.42,0.96
vits_6207-0016.wav,3.57,0.97
vits_6601-0026.wav,3.66,0.96
vits_6207-0024.wav,3.52,0.95
vits_4367-0007.wav,3.51,0.97
vits_3427-0017.wav,3.85,0.98
vits_8680-0016.wav,3.39,0.94
vits_4778-0006.wav,3.92,0.98
vits_3427-0013.wav,3.58,0.97
vits_6207-0002.wav,3.53,0.97
vits_10107-0020.wav,3.71,0.98
vits_12865-0006.wav,3.46,0.97
vits_5103-0022.wav,3.60,0.97
vits_7028-0005.wav,4.21,0.99
vits_2959-0000.wav,3.57,0.98
vits_9485-0013.wav,3.27,0.93
vits_6581-0003.wav,4.01,0.99
vits_10199-0004.wav,3.19,0.94
vits_4783-0017.wav,3.80,0.98
vits_4783-0026.wav,3.81,0.97
vits_8680-0006.wav,3.26,0.95
vits_3369-0009.wav,4.09,0.99
vits_6601-0019.wav,3.80,0.98
vits_4783-0004.wav,4.25,0.99
vits_4778-0016.wav,4.46,1.00
vits_9217-0001.wav,3.34,0.95
vits_5705-0008.wav,3.52,0.97
vits_9485-0009.wav,3.90,0.99
vits_4801-0000.wav,3.99,0.99
vits_2959-0018.wav,3.78,0.98
vits_8680-0012.wav,3.44,0.95
vits_10107-0011.wav,4.12,0.99
vits_9351-0026.wav,3.39,0.96
vits_8680-0007.wav,3.45,0.96
vits_9485-0026.wav,4.13,0.98
vits_5888-0013.wav,4.05,0.99
vits_9485-0019.wav,3.59,0.97
vits_2959-0025.wav,3.85,0.98
vits_6581-0017.wav,4.11,0.99
vits_5705-0018.wav,3.98,0.98
vits_4783-0000.wav,3.82,0.98
vits_8680-0010.wav,3.69,0.96
vits_5068-0004.wav,3.47,0.97
vits_9351-0012.wav,3.69,0.96
vits_4801-0028.wav,4.02,0.98
vits_4367-0020.wav,3.88,0.98
vits_10670-0027.wav,2.63,0.81
vits_6207-0014.wav,3.76,0.98
vits_4778-0011.wav,3.89,0.98
vits_3976-0003.wav,3.67,0.96
vits_6581-0011.wav,3.90,0.98
vits_6601-0003.wav,4.06,0.99
vits_7028-0007.wav,3.27,0.95
vits_6207-0022.wav,3.47,0.96
vits_9351-0011.wav,2.91,0.89
vits_3976-0006.wav,3.82,0.98
vits_5677-0005.wav,3.94,0.99
vits_3427-0012.wav,3.63,0.97
vits_4778-0008.wav,3.82,0.97
vits_4801-0004.wav,4.35,0.99
vits_5068-0015.wav,3.92,0.98
vits_5705-0010.wav,3.98,0.98
vits_9351-0004.wav,4.30,0.99
vits_5888-0029.wav,3.87,0.98
vits_3976-0021.wav,4.20,0.99
vits_6601-0022.wav,4.22,0.99
vits_5103-0025.wav,3.69,0.97
vits_10107-0004.wav,4.12,0.99
vits_9351-0022.wav,4.15,0.99
vits_4367-0028.wav,3.30,0.92
vits_9485-0005.wav,3.67,0.98
vits_6700-0004.wav,3.81,0.98
vits_12865-0019.wav,3.55,0.97
vits_3369-0021.wav,4.16,0.98
vits_5705-0022.wav,3.89,0.98
vits_4367-0006.wav,3.73,0.97
vits_5705-0009.wav,3.75,0.97
vits_6581-0029.wav,3.65,0.97
vits_4778-0022.wav,4.02,0.98
vits_4367-0011.wav,3.47,0.95
vits_8680-0015.wav,3.54,0.95
vits_10107-0014.wav,4.36,0.99
vits_4367-0024.wav,3.92,0.98
vits_2961-0003.wav,3.96,0.99
vits_4801-0003.wav,3.74,0.98
vits_5705-0028.wav,3.40,0.96
vits_4367-0010.wav,3.75,0.98
vits_4367-0014.wav,3.45,0.97
vits_3976-0015.wav,4.06,0.99
vits_6700-0009.wav,3.94,0.99
vits_8680-0028.wav,3.63,0.98
vits_4783-0002.wav,4.06,0.99
vits_3427-0015.wav,3.86,0.98
vits_2961-0019.wav,3.73,0.97
vits_10199-0011.wav,3.61,0.98
vits_12865-0002.wav,3.56,0.97
vits_9217-0013.wav,3.46,0.96
vits_10107-0001.wav,3.81,0.98
vits_3369-0026.wav,4.14,0.99
vits_3976-0010.wav,4.52,1.00
vits_3427-0005.wav,3.75,0.98
vits_9217-0002.wav,3.94,0.98
vits_10107-0002.wav,3.61,0.97
vits_10199-0027.wav,3.38,0.96
vits_3976-0002.wav,4.01,0.98
vits_7028-0017.wav,3.85,0.98
vits_2961-0005.wav,3.65,0.96
vits_5888-0014.wav,4.02,0.98
vits_7028-0022.wav,3.27,0.95
vits_12865-0003.wav,3.39,0.96
vits_10199-0015.wav,3.62,0.96
vits_9351-0000.wav,4.20,0.99
vits_10107-0012.wav,4.02,0.99
vits_5677-0013.wav,3.93,0.99
vits_9485-0007.wav,3.72,0.97
vits_4778-0001.wav,4.20,0.99
vits_3814-0019.wav,3.54,0.96
vits_9351-0006.wav,3.88,0.98
vits_5888-0022.wav,4.05,0.99
vits_5025-0018.wav,3.54,0.96
vits_5103-0006.wav,3.76,0.97
vits_12865-0029.wav,3.33,0.96
vits_5068-0016.wav,3.80,0.97
vits_3427-0010.wav,3.98,0.99
vits_6601-0011.wav,3.61,0.97
vits_3814-0025.wav,3.75,0.97
vits_3369-0006.wav,3.80,0.98
vits_9351-0024.wav,3.66,0.95
vits_10670-0018.wav,3.39,0.94
vits_2961-0029.wav,3.82,0.98
vits_4801-0001.wav,3.72,0.98
vits_6700-0015.wav,3.65,0.98
vits_3976-0009.wav,4.02,0.98
vits_10199-0010.wav,3.06,0.87
vits_3427-0008.wav,3.48,0.97
