File,Quality,Inteligibility
taco2hifigan-LN-0001.wav,4.00,0.99
taco2hifigan-LU-0003.wav,3.76,0.98
taco2hifigan-IR-0024.wav,3.72,0.97
taco2hifigan-LN-0003.wav,4.04,0.98
taco2hifigan-LU-0007.wav,4.08,0.99
taco2hifigan-MA-0021.wav,3.30,0.95
taco2hifigan-LI-0009.wav,4.57,1.00
taco2hifigan-GS-0001.wav,4.35,0.99
taco2hifigan-LI-0018.wav,4.34,0.99
taco2hifigan-RC-0020.wav,4.06,0.99
taco2hifigan-DI-0006.wav,4.35,0.99
taco2hifigan-IR-0016.wav,3.81,0.98
taco2hifigan-LI-0028.wav,4.54,1.00
taco2hifigan-MA-0004.wav,3.67,0.97
taco2hifigan-IR-0013.wav,4.13,0.99
taco2hifigan-MA-0019.wav,3.62,0.97
taco2hifigan-DI-0017.wav,4.45,0.99
taco2hifigan-DR-0013.wav,4.26,0.99
taco2hifigan-FN-0007.wav,3.93,0.98
taco2hifigan-IR-0022.wav,4.05,0.98
taco2hifigan-DR-0009.wav,4.46,1.00
taco2hifigan-RC-0017.wav,4.00,0.99
taco2hifigan-LI-0007.wav,4.26,0.99
taco2hifigan-IR-0008.wav,3.91,0.98
taco2hifigan-LN-0007.wav,4.00,0.99
taco2hifigan-LI-0015.wav,4.31,0.99
taco2hifigan-RC-0025.wav,4.16,0.99
taco2hifigan-DR-0005.wav,4.21,0.99
taco2hifigan-GM-0022.wav,4.45,0.99
taco2hifigan-FN-0008.wav,4.33,0.99
taco2hifigan-GS-0018.wav,4.51,1.00
taco2hifigan-BZ-0025.wav,4.02,0.99
taco2hifigan-BZ-0012.wav,4.00,0.98
taco2hifigan-MA-0010.wav,3.62,0.96
taco2hifigan-GS-0026.wav,4.33,0.99
taco2hifigan-PE-0002.wav,4.25,0.99
taco2hifigan-GM-0019.wav,4.48,1.00
taco2hifigan-DI-0015.wav,4.32,0.99
taco2hifigan-DI-0026.wav,4.52,1.00
taco2hifigan-FN-0024.wav,4.00,0.98
taco2hifigan-DR-0015.wav,4.25,0.99
taco2hifigan-BZ-0013.wav,3.98,0.99
taco2hifigan-PE-0013.wav,4.55,1.00
taco2hifigan-LN-0002.wav,3.92,0.98
taco2hifigan-DI-0022.wav,4.43,0.99
taco2hifigan-LU-0014.wav,4.16,0.99
taco2hifigan-LU-0017.wav,3.71,0.98
taco2hifigan-DR-0018.wav,4.16,0.99
taco2hifigan-IR-0029.wav,3.53,0.97
taco2hifigan-MA-0020.wav,4.03,0.98
taco2hifigan-DI-0024.wav,4.49,0.99
taco2hifigan-RC-0006.wav,4.15,0.99
taco2hifigan-GM-0006.wav,4.38,0.99
taco2hifigan-MA-0024.wav,2.92,0.89
taco2hifigan-BZ-0008.wav,3.93,0.98
taco2hifigan-IR-0021.wav,3.78,0.98
taco2hifigan-FN-0000.wav,3.84,0.98
taco2hifigan-LU-0025.wav,3.86,0.98
taco2hifigan-LI-0002.wav,4.17,0.99
taco2hifigan-GM-0020.wav,4.45,0.99
taco2hifigan-FN-0011.wav,4.04,0.99
taco2hifigan-DR-0029.wav,4.24,0.99
taco2hifigan-PE-0010.wav,4.65,1.00
taco2hifigan-GM-0023.wav,4.31,0.99
taco2hifigan-GS-0005.wav,4.37,0.99
taco2hifigan-GS-0019.wav,4.44,0.99
taco2hifigan-PE-0018.wav,4.24,0.99
taco2hifigan-IR-0014.wav,3.93,0.98
taco2hifigan-GS-0022.wav,4.37,0.99
taco2hifigan-FN-0012.wav,4.11,0.99
