File,Quality,Inteligibility
taco2waveglow-GS-0022.wav,4.33,0.99
taco2waveglow-GS-0006.wav,4.50,0.99
taco2waveglow-GM-0007.wav,4.42,0.99
taco2waveglow-LI-0001.wav,4.51,1.00
taco2waveglow-GS-0029.wav,4.51,0.99
taco2waveglow-GM-0000.wav,4.49,0.99
taco2waveglow-PE-0021.wav,4.64,1.00
taco2waveglow-GM-0021.wav,4.30,0.99
taco2waveglow-PE-0026.wav,4.48,0.99
taco2waveglow-PE-0000.wav,4.41,0.99
taco2waveglow-PE-0022.wav,4.29,0.99
taco2waveglow-DR-0022.wav,4.21,0.99
taco2waveglow-BZ-0024.wav,3.84,0.98
taco2waveglow-GM-0014.wav,4.64,1.00
taco2waveglow-LU-0012.wav,3.81,0.98
taco2waveglow-DR-0004.wav,4.26,0.99
taco2waveglow-LI-0004.wav,4.54,1.00
taco2waveglow-GS-0021.wav,4.50,1.00
msc_d_tunner_taco2waveglow_1_6.wav,4.42,1.00
taco2waveglow-BZ-0016.wav,4.32,0.99
taco2waveglow-LI-0015.wav,4.66,1.00
taco2waveglow-LI-0011.wav,4.49,1.00
taco2waveglow-LI-0023.wav,4.43,0.99
taco2waveglow-DR-0005.wav,4.32,0.99
taco2waveglow-GM-0003.wav,4.48,1.00
taco2waveglow-DR-0026.wav,4.23,0.99
msc_d_tunner_taco2waveglow_1_14.wav,4.27,0.99
taco2waveglow-BZ-0000.wav,3.99,0.98
taco2waveglow-GM-0002.wav,4.50,1.00
taco2waveglow-BZ-0012.wav,3.56,0.97
taco2waveglow-PE-0028.wav,4.58,1.00
